RFC ,Env.,vCenter,cluster name,Server Name ,Vendor,model,Engineer,date,status
CHG00254782,E3,vCenter-Fourth.demo.com,Cluster-06,Server189.demo.com,Intel,M50CYP2UR208,Engineer1,11/1/2025,In Progress
CHG00254782,E3,vCenter-Fourth.demo.com,Cluster-06,Server190.demo.com,Intel,M50CYP2UR208,Engineer1,11/1/2025,In Progress
CHG00254782,E3,vCenter-Fourth.demo.com,Cluster-06,Server191.demo.com,Intel,M50CYP2UR208,Engineer1,11/1/2025,In Progress
CHG00254782,E3,vCenter-Fourth.demo.com,Cluster-06,Server192.demo.com,Intel,M50CYP2UR208,Engineer1,11/1/2025,In Progress
CHG00254782,E3,vCenter-Fourth.demo.com,Cluster-06,Server193.demo.com,Intel,M50CYP2UR208,Engineer1,11/1/2025,In Progress
CHG00254782,E3,vCenter-Fourth.demo.com,Cluster-06,Server194.demo.com,Intel,M50CYP2UR208,Engineer1,11/1/2025,In Progress
CHG00254782,E3,vCenter-Fourth.demo.com,Cluster-06,Server195.demo.com,Intel,M50CYP2UR208,Engineer1,11/1/2025,In Progress
CHG00254782,E3,vCenter-Fourth.demo.com,Cluster-06,Server196.demo.com,Intel,M50CYP2UR208,Engineer1,11/1/2025,In Progress
CHG00254781,E3,vCenter-Fourth.demo.com,Cluster-07,Server197.demo.com,Intel,M50CYP2UR208,Engineer1,10/10/2025,In Progress
CHG00254781,E3,vCenter-Fourth.demo.com,Cluster-07,Server198.demo.com,Intel,M50CYP2UR208,Engineer1,10/10/2025,In Progress
CHG00254781,E3,vCenter-Fourth.demo.com,Cluster-07,Server199.demo.com,Intel,M50CYP2UR208,Engineer1,10/10/2025,In Progress
CHG00254781,E3,vCenter-Fourth.demo.com,Cluster-07,Server200.demo.com,Intel,M50CYP2UR208,Engineer1,10/10/2025,In Progress
CHG00254781,E3,vCenter-Fourth.demo.com,Cluster-07,Server201.demo.com,Intel,M50CYP2UR208,Engineer1,10/10/2025,In Progress
CHG00254781,E3,vCenter-Fourth.demo.com,Cluster-07,Server202.demo.com,Intel,M50CYP2UR208,Engineer1,10/10/2025,In Progress
CHG00254781,E3,vCenter-Fourth.demo.com,Cluster-07,Server203.demo.com,Intel,M50CYP2UR208,Engineer1,10/10/2025,In Progress
CHG00254781,E3,vCenter-Fourth.demo.com,Cluster-07,Server204.demo.com,Intel,M50CYP2UR208,Engineer1,10/10/2025,In Progress
CHG00254781,E3,vCenter-Fourth.demo.com,Cluster-07,Server205.demo.com,Intel,M50CYP2UR208,Engineer1,10/10/2025,In Progress
CHG00254781,E3,vCenter-Fourth.demo.com,Cluster-07,Server206.demo.com,Intel,M50CYP2UR208,Engineer1,10/10/2025,In Progress
CHG00254781,E3,vCenter-Fourth.demo.com,Cluster-07,Server207.demo.com,Intel,M50CYP2UR208,Engineer1,10/10/2025,In Progress
CHG00254781,E3,vCenter-Fourth.demo.com,Cluster-07,Server208.demo.com,Intel,M50CYP2UR208,Engineer1,10/10/2025,In Progress
CHG00254781,E3,vCenter-Fourth.demo.com,Cluster-07,Server209.demo.com,Intel,M50CYP2UR208,Engineer1,10/10/2025,In Progress
CHG00254781,E3,vCenter-Fourth.demo.com,Cluster-07,Server210.demo.com,Intel,M50CYP2UR208,Engineer1,10/10/2025,In Progress
